# Please take the real part 
                  # kx (1/A)                    ky (1/A)                    kz (1/A)               real(Omega_x)               real(Omega_y)               real(Omega_z)
           -0.5286444585E+00           -0.3878595024E+00            0.0000000000E+00           -0.6004188129E+01           -0.3899120184E+00           -0.5444745300E+01
           -0.5286444585E+00           -0.3779143869E+00            0.0000000000E+00           -0.6116150476E+01           -0.3869819976E+00           -0.5497829433E+01
           -0.5286444585E+00           -0.3679692715E+00            0.0000000000E+00           -0.6211984134E+01           -0.3831639709E+00           -0.5537613986E+01
           -0.5286444585E+00           -0.3580241561E+00            0.0000000000E+00           -0.6291639569E+01           -0.3784241875E+00           -0.5563103403E+01
           -0.5286444585E+00           -0.3480790406E+00            0.0000000000E+00           -0.6355206386E+01           -0.3727214188E+00           -0.5573196828E+01
           -0.5286444585E+00           -0.3381339252E+00            0.0000000000E+00           -0.6402863692E+01           -0.3660000689E+00           -0.5566627319E+01
           -0.5286444585E+00           -0.3281888097E+00            0.0000000000E+00           -0.6434809008E+01           -0.3581819976E+00           -0.5541887569E+01
           -0.5286444585E+00           -0.3182436943E+00            0.0000000000E+00           -0.6451163300E+01           -0.3491574083E+00           -0.5497144453E+01
           -0.5286444585E+00           -0.3082985788E+00            0.0000000000E+00           -0.6451850658E+01           -0.3387754556E+00           -0.5430148102E+01
           -0.5286444585E+00           -0.2983534634E+00            0.0000000000E+00           -0.6436453251E+01           -0.3268356631E+00           -0.5338146446E+01
           -0.5286444585E+00           -0.2884083479E+00            0.0000000000E+00           -0.6404046089E+01           -0.3130818596E+00           -0.5217823792E+01
           -0.5286444585E+00           -0.2784632325E+00            0.0000000000E+00           -0.6353022667E+01           -0.2972011249E+00           -0.5065292361E+01
           -0.5286444585E+00           -0.2685181170E+00            0.0000000000E+00           -0.6280932934E+01           -0.2788311379E+00           -0.4876178166E+01
           -0.5286444585E+00           -0.2585730016E+00            0.0000000000E+00           -0.6184369514E+01           -0.2575800965E+00           -0.4645854898E+01
           -0.5286444585E+00           -0.2486278861E+00            0.0000000000E+00           -0.6058955928E+01           -0.2330635755E+00           -0.4369886108E+01
           -0.5286444585E+00           -0.2386827707E+00            0.0000000000E+00           -0.5899507321E+01           -0.2049615129E+00           -0.4044727124E+01
           -0.5286444585E+00           -0.2287376553E+00            0.0000000000E+00           -0.5700440826E+01           -0.1730949769E+00           -0.3668700102E+01
           -0.5286444585E+00           -0.2187925398E+00            0.0000000000E+00           -0.5456494196E+01           -0.1375156750E+00           -0.3243175219E+01
           -0.5286444585E+00           -0.2088474244E+00            0.0000000000E+00           -0.5163751269E+01           -0.9859163973E-01           -0.2773766842E+01
           -0.5286444585E+00           -0.1989023089E+00            0.0000000000E+00           -0.4820863844E+01           -0.5706282526E-01           -0.2271212736E+01
           -0.5286444585E+00           -0.1889571935E+00            0.0000000000E+00           -0.4430221203E+01           -0.1403595747E-01           -0.1751514558E+01
           -0.5286444585E+00           -0.1790120780E+00            0.0000000000E+00           -0.3998709197E+01            0.2910433464E-01           -0.1234973439E+01
           -0.5286444585E+00           -0.1690669626E+00            0.0000000000E+00           -0.3537704411E+01            0.7086803928E-01           -0.7440200437E+00
           -0.5286444585E+00           -0.1591218471E+00            0.0000000000E+00           -0.3062123066E+01            0.1098831401E+00           -0.3001697096E+00
           -0.5286444585E+00           -0.1491767317E+00            0.0000000000E+00           -0.2588655480E+01            0.1451101177E+00            0.7915560550E-01
           -0.5286444585E+00           -0.1392316162E+00            0.0000000000E+00           -0.2133625301E+01            0.1759837599E+00            0.3830474336E+00
           -0.5286444585E+00           -0.1292865008E+00            0.0000000000E+00           -0.1711049209E+01            0.2024429022E+00            0.6081179702E+00
           -0.5286444585E+00           -0.1193413854E+00            0.0000000000E+00           -0.1331361235E+01            0.2248496999E+00            0.7579524936E+00
           -0.5286444585E+00           -0.1093962699E+00            0.0000000000E+00           -0.1000980653E+01            0.2438359460E+00            0.8413820148E+00
           -0.5286444585E+00           -0.9945115446E-01            0.0000000000E+00           -0.7226063788E+00            0.2601288293E+00            0.8702294429E+00
           -0.5286444585E+00           -0.8950603901E-01            0.0000000000E+00           -0.4959466008E+00            0.2744010753E+00            0.8571580130E+00
           -0.5286444585E+00           -0.7956092357E-01            0.0000000000E+00           -0.3185733416E+00            0.2871706588E+00            0.8140265946E+00
           -0.5286444585E+00           -0.6961580812E-01            0.0000000000E+00           -0.1866780531E+00            0.2987551404E+00            0.7508899720E+00
           -0.5286444585E+00           -0.5967069268E-01            0.0000000000E+00           -0.9562229277E-01            0.3092722006E+00            0.6755835734E+00
           -0.5286444585E+00           -0.4972557723E-01            0.0000000000E+00           -0.4027412413E-01            0.3186722392E+00            0.5937350942E+00
           -0.5286444585E+00           -0.3978046178E-01            0.0000000000E+00           -0.1517646472E-01            0.3267887561E+00            0.5090307911E+00
           -0.5286444585E+00           -0.2983534634E-01            0.0000000000E+00           -0.1461189594E-01            0.3333947458E+00            0.4235955042E+00
           -0.5286444585E+00           -0.1989023089E-01            0.0000000000E+00           -0.3262249129E-01            0.3382564774E+00            0.3383919301E+00
           -0.5286444585E+00           -0.9945115446E-02            0.0000000000E+00           -0.6302586266E-01            0.3411788013E+00            0.2535883007E+00
           -0.5286444585E+00            0.0000000000E+00            0.0000000000E+00           -0.9944893880E-01            0.3420382574E+00            0.1688771718E+00
           -0.5286444585E+00            0.9945115446E-02            0.0000000000E+00           -0.1353840948E+00            0.3408018378E+00            0.8375055473E-01
           -0.5286444585E+00            0.1989023089E-01            0.0000000000E+00           -0.1642604867E+00            0.3375304678E+00           -0.2250266935E-02
           -0.5286444585E+00            0.2983534634E-01            0.0000000000E+00           -0.1795176362E+00            0.3323672690E+00           -0.8928622749E-01
           -0.5286444585E+00            0.3978046178E-01            0.0000000000E+00           -0.1746686626E+00            0.3255115771E+00           -0.1769498253E+00
           -0.5286444585E+00            0.4972557723E-01            0.0000000000E+00           -0.1433471379E+00            0.3171806309E+00           -0.2639555148E+00
           -0.5286444585E+00            0.5967069268E-01            0.0000000000E+00           -0.7934419454E-01            0.3075619117E+00           -0.3477880601E+00
           -0.5286444585E+00            0.6961580812E-01            0.0000000000E+00            0.2333962089E-01            0.2967604688E+00           -0.4243282990E+00
           -0.5286444585E+00            0.7956092357E-01            0.0000000000E+00            0.1703827929E+00            0.2847473533E+00           -0.4875084970E+00
           -0.5286444585E+00            0.8950603901E-01            0.0000000000E+00            0.3669093337E+00            0.2713175913E+00           -0.5290912617E+00
           -0.5286444585E+00            0.9945115446E-01            0.0000000000E+00            0.6170670158E+00            0.2560687047E+00           -0.5387095239E+00
           -0.5286444585E+00            0.1093962699E+00            0.0000000000E+00            0.9233742401E+00            0.2384126895E+00           -0.5043326605E+00
           -0.5286444585E+00            0.1193413854E+00            0.0000000000E+00            0.1285856584E+01            0.2176336479E+00           -0.4133056705E+00
           -0.5286444585E+00            0.1292865008E+00            0.0000000000E+00            0.1701101827E+01            0.1929972697E+00           -0.2540098397E+00
           -0.5286444585E+00            0.1392316162E+00            0.0000000000E+00            0.2161489860E+01            0.1639050454E+00           -0.1799753051E-01
